,experience_level,employment_type,employee_residence,remote_ratio,company_location,company_size,job_category,adjusted_salary,salary_range
1167,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,247500.0,Top
1168,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,172200.0,high
1169,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,225000.0,Top
1170,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,156400.0,high
1171,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,139500.0,high
1172,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,109400.0,mid
1173,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,125000.0,mid
1174,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,90000.0,low
1175,Senior,Full-time,Europe,Full-Remote,Europe,MEDIUM,Other,107309.0,mid
1176,Senior,Full-time,Europe,Full-Remote,Europe,MEDIUM,Other,75116.0,low
1177,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,185900.0,Top
1178,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,129300.0,mid
1179,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,139500.0,high
1180,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,109400.0,mid
1181,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,120000.0,mid
1182,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,75000.0,low
1183,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,169000.0,high
1184,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,110600.0,mid
1185,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,288000.0,Top
1186,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,140000.0,high
1187,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,288000.0,Top
1188,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,140000.0,high
1189,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,120000.0,mid
1190,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,90000.0,low
1191,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Other,72914.0,low
1192,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Other,60761.0,low
1193,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,215050.0,Top
1194,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,156400.0,high
1195,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,198000.0,Top
1196,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,114000.0,mid
1197,Entry level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,75000.0,low
1198,Entry level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,60000.0,low
1199,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,204500.0,Top
1200,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,142200.0,high
1201,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,209300.0,Top
1202,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,182200.0,Top
1203,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,140000.0,high
1204,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,120000.0,mid
1205,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,90525.0,low
1206,Mid/Intermediate level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Machine Learning,48609.0,low
1207,Entry level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Other,120000.0,mid
1208,Entry level,Full-time,Europe,Full-Remote,Europe,MEDIUM,Other,60000.0,low
1209,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,147100.0,high
1210,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,90700.0,low
1211,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,230000.0,Top
1212,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,170000.0,high
1213,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,227000.0,Top
1214,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,108000.0,mid
1215,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,180000.0,high
1216,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,160000.0,high
1217,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,180000.0,high
1218,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,160000.0,high
1219,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,180000.0,high
1220,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,130000.0,mid
1221,Senior,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,55800.0,low
1222,Senior,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,51508.0,low
1223,Entry level,Full-time,North America,Full-Remote,North America,LARGE,Data Engineering,60000.0,low
1224,Entry level,Full-time,Asia,Half-Remote,North America,LARGE,Data Engineering,50000.0,low
1225,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,226700.0,Top
1226,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,133300.0,mid
1227,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,252000.0,Top
1228,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,129000.0,mid
1229,Senior,Full-time,Europe,Full-Remote,Europe,LARGE,Data Architecture,151902.0,high
1230,Entry level,Full-time,Asia,On-Site,Asia,LARGE,Data Science,9727.0,low
1231,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,80000.0,low
1232,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,52500.0,low
1233,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,250000.0,Top
1234,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,162500.0,high
1235,Entry level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,85000.0,low
1236,Entry level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,75000.0,low
1237,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,153600.0,high
1238,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106800.0,mid
1239,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,165000.0,high
1240,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,124000.0,mid
1241,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,115934.0,mid
1242,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,81666.0,low
1243,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,167580.0,high
1244,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,87980.0,low
1245,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,250000.0,Top
1246,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,63000.0,low
1247,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,253750.0,Top
1248,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,169200.0,high
1249,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,253750.0,Top
1250,Senior,Full-time,Europe,On-Site,Europe,MEDIUM,Data Science,169200.0,high
1251,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,170000.0,high
1252,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Science,120000.0,mid
1253,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,124740.0,mid
1254,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,65488.0,low
1255,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,213580.0,Top
1256,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,163625.0,high
1257,Entry level,Full-time,Asia,On-Site,Asia,LARGE,Data Engineering,12000.0,low
1258,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Other,399375.0,Top
1259,Senior,Full-time,Europe,Full-Remote,Europe,MEDIUM,Data Engineering,101943.0,mid
1260,Mid/Intermediate level,Full-time,Asia,Full-Remote,Asia,LARGE,Other,16414.0,low
1261,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,220000.0,Top
1262,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,170000.0,high
1263,Executive level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,235000.0,Top
1264,Executive level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,210000.0,Top
1265,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,180000.0,high
1266,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,115000.0,mid
1267,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,200000.0,Top
1268,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Architecture,115000.0,mid
1269,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Management,231250.0,Top
1270,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Management,138750.0,mid
1271,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,284310.0,Top
1272,Senior,Full-time,North America,On-Site,North America,MEDIUM,Machine Learning,153090.0,high
1273,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,160000.0,high
1274,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,75000.0,low
1275,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,125000.0,mid
1276,Mid/Intermediate level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,105000.0,mid
1277,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,109371.0,mid
1278,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Data Engineering,85066.0,low
1279,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,55000.0,low
1280,Entry level,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,48000.0,low
1281,Entry level,Full-time,North America,Half-Remote,North America,MEDIUM,Data Engineering,100000.0,low
1282,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,225900.0,Top
1283,Senior,Full-time,North America,On-Site,North America,MEDIUM,Other,156400.0,high
1284,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,250000.0,Top
1285,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,162500.0,high
1286,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,318300.0,Top
1287,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Machine Learning,188800.0,Top
1288,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,385000.0,Top
1289,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,60000.0,low
1290,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,110000.0,mid
1291,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,95000.0,low
1292,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,145000.0,high
1293,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,135000.0,mid
1294,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,180180.0,high
1295,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,106020.0,mid
1296,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,93919.0,low
1297,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,51962.0,low
1298,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,241871.0,Top
1299,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,133832.0,mid
1300,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,170000.0,high
1301,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,90000.0,low
1302,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,210914.0,Top
1303,Executive level,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,116704.0,mid
1304,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,192500.0,Top
1305,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Engineering,140000.0,high
1306,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,149076.0,high
1307,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,82365.0,low
1308,Mid/Intermediate level,Full-time,North America,Full-Remote,North America,SMALL,Machine Learning,36000.0,low
1309,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,175000.0,high
1310,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,148750.0,high
1311,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,370000.0,Top
1312,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,200000.0,Top
1313,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,235000.0,Top
1314,Senior,Full-time,North America,Full-Remote,North America,MEDIUM,Data Science,185000.0,Top
1315,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Machine Learning,121523.0,mid
1316,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Machine Learning,97218.0,low
1317,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,216100.0,Top
1318,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Science,140800.0,high
1319,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Machine Learning,145828.0,high
1320,Mid/Intermediate level,Full-time,Europe,On-Site,Europe,MEDIUM,Machine Learning,121523.0,mid
1321,Senior,Full-time,Europe,Full-Remote,North America,LARGE,Other,53654.0,low
1322,Entry level,Full-time,North America,Half-Remote,North America,SMALL,Data Science,110000.0,mid
1323,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,128000.0,mid
1324,Senior,Full-time,North America,On-Site,North America,MEDIUM,Data Engineering,81500.0,low
